post_id,comment_id,text,author_name,created_time,likes_count
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzEyODA3NTI1MjA0NzE4NDM=,So we’re all going to pretend 3I Atlas isn’t happening?,,2025-10-06T19:39:37.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE5ODA1NDc1MzI3MzQyMjc=,So just radio silence on 3I-Atlas???🤔🤣,,2025-10-04T16:47:42.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzExNDU4Nzg2MDc0NzM5OTA=,"This is what I love: it may seem strange to some, but I can stare at the sky for hours, contemplating without ever getting bored; 🌙❤️‍🔥",,2025-09-30T21:40:09.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzEyMDI3Njk5ODg1NDE5NDk=,How about 3I Atlas?It could be amazing to see the images captured by the Mars robot!,,2025-10-09T03:31:05.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzEyOTMxMDQyNjg3NTc5NzY=,"Wow Iam. New to this page Iam so intrigued with our sky’s an Space  as a kid I used to lay outside at night before bedtime on top of my parents cars an just look up at all the stars ⭐️ an wonder what was going on out in our universe hoping one day   We could travel to space to another planet to live an travel back on forth to home on earth 
It used to be so peaceful an amazing to look up an see the night sky  darkness with stars shining then as time went on. The revolution of sound light from the Cities an smog took over the peaceful night sky in the city areas so now you have to go miles out of town just to look up an enjoy the vast experience of the Night Sky’s",,2025-10-08T17:49:49.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE4NTE5NTAzNzIzNzE4NTM=,Iv seen many many comets but nothing like the one i seen at 1:24am this mornings in almost possitive it hit earth north of bottoneau North Dakota.,,2025-10-02T16:42:27.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzE4NzIzNzE4MzY2ODEyMjY=,How about 3I Atlas???,,2025-10-07T00:25:53.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzExMTI4NDI1MTc3MTUwMzc=,"several years ago, I emailed an illustration of a swarm of asteroids I saw in the early evening darkened overhead sky. It was in the mid 70's over western Canada. I had no camera. I drew an image of the string of green asteroids - I called them asteroids anyway. There were several dozen large boulders leading the swarm. They got smaller at the tail end. I could visibly make out the jagged edges on the front ones. They were emitting a green light. They were slowly spinning as they traveled westward towards the setting sun. That's when they became invisible in the brighter sky. I've mentioned this to Nasa before but never got a reply. They likely think I'm insane. I created an illustration, but it won't let me post here. Perhaps someone else out there witnessed this as well to back me up. Cheers everyone!",,2025-10-09T02:28:37.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzEzMjg1NTg5OTIyNjcwMjE=,"Quiero ver el 3I/ATLAS, Visto desdé Marte.",,2025-10-06T00:08:37.000Z,0
1347647323397307,Y29tbWVudDoxMzQ3NjQ3MzIzMzk3MzA3XzgyMDQ4MzQ0Mzc5MTEyMg==,WE DEMAND TO SEE PICS OF THE A1 ATLAS,,2025-10-14T05:31:49.000Z,0
